Year,Date,Column1,Library Code,as_library_code,Catalog Title,Call Number,as_call_number_category,Circulation,Item Category
2011,1/20/2011,,SC,Unknown,,PK-#195 INTO-THE-BE 2009,Out of circulation,1,
2011,5/19/2011,,SC,Unknown,,PK-#194 HER-FEARFUL 2009,Out of circulation,1,
2011,6/14/2011,,SC,Unknown,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,8/17/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #2 2010,Accessibility Device,1,
2011,8/17/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2011,8/18/2011,,AB,Aberdeen,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,8/18/2011,,NM,North Mason,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,8/18/2011,,NM,North Mason,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2011,8/20/2011,,CH,Chehalis,,KIT WATAP KITCHEN #5  2010,Accessibility Device,1,
2011,8/22/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #6  2010,Accessibility Device,1,
2011,8/22/2011,,SC,Unknown,,KIT WATAP KITCHEN #2  2010,Accessibility Device,1,
2011,8/25/2011,,AB,Aberdeen,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2011,8/25/2011,,CE,Centralia,,KIT WATAP KITCHEN #5  2010,Accessibility Device,1,
2011,8/25/2011,,CH,Chehalis,,KIT WATAP KITCHEN #5  2010,Accessibility Device,1,
2011,8/25/2011,,SC,Unknown,,PK-#202 HELP 2009,Out of circulation,1,
2011,8/26/2011,,LA,Lacey,,KIT WATAP KITCHEN #6 2010,Accessibility Device,1,
2011,8/27/2011,,LA,Lacey,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2011,8/27/2011,,LA,Lacey,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2011,8/30/2011,,WI,Winlock,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2011,8/31/2011,,CH,Chehalis,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2011,9/6/2011,,CH,Chehalis,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2011,9/6/2011,,SC,Unknown,,PK-#198 ELEGANCE-OF 2008,Out of circulation,1,
2011,9/7/2011,,SC,Unknown,,KIT WATAP DRESSING #1  2010,Accessibility Device,1,
2011,9/7/2011,,HP,Hoodsport,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2011,9/10/2011,,SB,South Bend,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,9/10/2011,,SB,South Bend,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2011,9/14/2011,,CH,Chehalis,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #1 2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #4 2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP KITCHEN #4  2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP KITCHEN #6 2010,Accessibility Device,1,
2011,9/15/2011,,SC,Unknown,,KIT WATAP LEISURE #1  2010,Accessibility Device,1,
2011,9/20/2011,,TE,Tenino,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,9/22/2011,,CH,Chehalis,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,10/1/2011,,OL,Olympia,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,10/6/2011,,MC,McCleary,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2011,10/7/2011,,SH,Shelton,,KIT WATAP DRESSING #3  2010,Accessibility Device,1,
2011,10/7/2011,,SH,Shelton,,KIT WATAP HOUSEHOLD #6  2010,Accessibility Device,1,
2011,10/7/2011,,SH,Shelton,,KIT WATAP LEISURE #2  2010,Accessibility Device,1,
2011,10/7/2011,,SH,Shelton,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2011,10/7/2011,,SH,Shelton,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2011,10/8/2011,,CH,Chehalis,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2011,10/10/2011,,CE,Centralia,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2011,10/11/2011,,OL,Olympia,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2011,10/20/2011,,CE,Centralia,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2011,10/22/2011,,SC,Unknown,,KIT WATAP COMP.-ACCESS #1 2010,Accessibility Device,1,
2011,10/27/2011,,IL,Ilwaco,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,11/4/2011,,YE,Yelm,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2011,11/8/2011,,NM,North Mason,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2011,11/8/2011,,NM,North Mason,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2011,11/8/2011,,NM,North Mason,,KIT WATAP KITCHEN #5  2010,Accessibility Device,1,
2011,11/14/2011,,SC,Unknown,,KIT WATAP DRESSING #1  2010,Accessibility Device,1,
2011,11/18/2011,,NM,North Mason,,KIT WATAP READ/WRITE #5  2010,Accessibility Device,1,
2011,11/18/2011,,NM,North Mason,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2011,11/19/2011,,NM,North Mason,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2011,11/29/2011,,WI,Winlock,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2011,11/29/2011,,WI,Winlock,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2011,12/2/2011,,RA,Raymond,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2011,12/8/2011,,NM,North Mason,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2011,12/8/2011,,NM,North Mason,,KIT WATAP READ/WRITE #5  2010,Accessibility Device,1,
2011,12/19/2011,,SC,Unknown,,KIT WATAP COMP.-ACCESS #1 2010,Accessibility Device,1,
2011,12/20/2011,,SC,Unknown,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2011,12/21/2011,,OL,Olympia,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2011,12/21/2011,,OL,Olympia,,KIT WATAP READ/WRITE #5  2010,Accessibility Device,1,
2011,12/21/2011,,OL,Olympia,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2011,12/30/2011,,OL,Olympia,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2011,12/30/2011,,OL,Olympia,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,1/10/2012,,OL,Olympia,Utensil holder,KIT WATAP KITCHEN #7  2010,Accessibility Device,1,K-WATAP
2012,1/10/2012,,LA,Lacey,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2012,1/10/2012,,OL,Olympia,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2012,1/31/2012,,OL,Olympia,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2012,1/31/2012,,OL,Olympia,,KIT WATAP LEISURE #1  2010,Accessibility Device,1,
2012,2/3/2012,,SH,Shelton,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2012,2/3/2012,,SH,Shelton,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2012,2/4/2012,,CH,Chehalis,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,2/6/2012,,CE,Centralia,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2012,2/7/2012,,OL,Olympia,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,2/9/2012,,LA,Lacey,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2012,2/21/2012,,SW,Unknown,,TBE ANDERSON 2006 +BK,Unknown,1,
2012,2/22/2012,,SC,Unknown,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2012,2/22/2012,,SC,Unknown,,KIT WATAP COMP.-ACCESS #1 2010,Accessibility Device,1,
2012,2/22/2012,,SC,Unknown,,KIT WATAP COMP.-ACCESS #2 2010,Accessibility Device,1,
2012,2/22/2012,,SC,Unknown,,KIT WATAP COMP.-ACCESS #3 2010,Accessibility Device,1,
2012,2/22/2012,,SC,Unknown,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2012,2/25/2012,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2012,2/25/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,2/28/2012,,RA,Raymond,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2012,2/28/2012,,RA,Raymond,,KIT WATAP LEISURE #1  2010,Accessibility Device,1,
2012,2/28/2012,,RA,Raymond,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2012,3/2/2012,,IL,Ilwaco,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2012,3/10/2012,,RA,Raymond,,KIT WATAP KITCHEN #5  2010,Accessibility Device,1,
2012,3/10/2012,,RA,Raymond,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2012,3/20/2012,,HP,Hoodsport,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,3/22/2012,,SC,Unknown,,KIT WATAP DISPLAY-BOARD 2011,Accessibility Device,1,
2012,3/24/2012,,CE,Centralia,,KIT WATAP KITCHEN #4  2010,Accessibility Device,1,
2012,3/24/2012,,CE,Centralia,,KIT WATAP KITCHEN #6 2010,Accessibility Device,1,
2012,3/24/2012,,CE,Centralia,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2012,3/24/2012,,HP,Hoodsport,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,3/26/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,3/27/2012,,LA,Lacey,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2012,4/7/2012,,CE,Centralia,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2012,4/11/2012,,SH,Shelton,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,4/25/2012,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2012,5/8/2012,,SH,Shelton,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2012,5/8/2012,,SH,Shelton,,KIT WATAP READ/WRITE #5  2010,Accessibility Device,1,
2012,5/17/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,5/31/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,6/29/2012,,OL,Olympia,,KIT SYLVESTE 2005 REF-OFF.,Out of circulation,1,
2012,7/3/2012,,HO,Hoquiam,,TBE ANDERSON 2006 +BK,Unknown,1,
2012,7/12/2012,,OL,Olympia,,KIT SYLVESTE 2005 REF-OFF.,Out of circulation,1,
2012,7/16/2012,,AB,Aberdeen,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,7/31/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,8/3/2012,,CE,Centralia,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2012,8/3/2012,,CE,Centralia,,KIT WATAP HOUSEHOLD #6  2010,Accessibility Device,1,
2012,8/9/2012,,LA,Lacey,,KIT WATAP HOUSEHOLD #1 2010,Accessibility Device,1,
2012,8/10/2012,,MO,Unknown,,KIT WATAP LEISURE #1  2010,Accessibility Device,1,
2012,8/15/2012,,OL,Olympia,,KIT SYLVESTE 2005 REF-OFF.,Out of circulation,1,
2012,8/15/2012,,CE,Centralia,,KIT WATAP LEISURE #3  2010,Accessibility Device,1,
2012,8/17/2012,,CE,Centralia,,KIT WATAP READ/WRITE #5  2010,Accessibility Device,1,
2012,8/21/2012,,CE,Centralia,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2012,8/25/2012,,CE,Centralia,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2012,8/28/2012,,CE,Centralia,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2012,8/28/2012,,CE,Centralia,,KIT WATAP KITCHEN #5  2010,Accessibility Device,1,
2012,8/28/2012,,CE,Centralia,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,9/6/2012,,CH,Chehalis,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2012,9/25/2012,,MC,McCleary,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2012,9/25/2012,,MC,McCleary,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2012,10/2/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,10/9/2012,,NA,Naselle,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2012,10/9/2012,,NA,Naselle,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2012,10/17/2012,,NM,North Mason,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2012,10/18/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,10/31/2012,,NA,Naselle,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2012,11/3/2012,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2012,11/20/2012,,SC,Unknown,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2012,11/27/2012,,SC,Unknown,,KIT WATAP HOUSEHOLD #1 2010,Accessibility Device,1,
2012,11/27/2012,,SC,Unknown,,KIT WATAP HOUSEHOLD #4 2010,Accessibility Device,1,
2012,11/27/2012,,CE,Centralia,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2012,11/29/2012,,SC,Unknown,,PK-#216 CALEBS-CROS 2011,Out of circulation,1,
2012,12/6/2012,,OL,Olympia,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2012,12/13/2012,,CE,Centralia,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2012,12/13/2012,,CE,Centralia,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2012,12/20/2012,,OL,Olympia,,KIT WATAP HOUSEHOLD #6  2010,Accessibility Device,1,
2013,1/3/2013,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,1/29/2013,,AB,Aberdeen,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,2,
2013,1/29/2013,,HO,Hoquiam,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,1/31/2013,,TU,Tumwater,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,1/31/2013,,TU,Tumwater,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2013,2/4/2013,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,2/14/2013,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2013,2/19/2013,,HO,Hoquiam,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,3/9/2013,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2013,3/27/2013,,OL,Olympia,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,3/28/2013,,HP,Hoodsport,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2013,4/2/2013,,CH,Chehalis,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2013,4/16/2013,,TU,Tumwater,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,4/20/2013,,SB,South Bend,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2013,4/22/2013,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,4/23/2013,,OL,Olympia,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,4/25/2013,,TU,Tumwater,,KIT WATAP HOUSEHOLD #4 2010,Accessibility Device,1,
2013,5/3/2013,,LA,Lacey,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2013,5/20/2013,,LA,Lacey,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,5/21/2013,,OL,Olympia,,KIT SYLVESTE 2005 REF-OFF.,Out of circulation,1,
2013,5/22/2013,,OL,Olympia,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,5/29/2013,,WI,Winlock,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,6/4/2013,,OL,Olympia,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,6/4/2013,,TU,Tumwater,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,6/6/2013,,OL,Olympia,,KIT WATAP COMP.-ACCESS #1 2010,Accessibility Device,1,
2013,6/6/2013,,OL,Olympia,,KIT WATAP COMP.-ACCESS #2 2010,Accessibility Device,1,
2013,6/10/2013,,TU,Tumwater,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2013,6/17/2013,,OL,Olympia,,KIT WATAP HOUSEHOLD #6  2010,Accessibility Device,1,
2013,6/18/2013,,OL,Olympia,,KIT WATAP COMP.-ACCESS #2 2010,Accessibility Device,1,
2013,6/25/2013,,CH,Chehalis,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2013,7/3/2013,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2013,7/8/2013,,SH,Shelton,,KIT WATAP DRESSING #3  2010,Accessibility Device,1,
2013,7/26/2013,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2013,7/30/2013,,OL,Olympia,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2013,8/1/2013,,OL,Olympia,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,8/3/2013,,LA,Lacey,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,8/3/2013,,LA,Lacey,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2013,8/13/2013,,SC,Unknown,,KIT WATAP DRESSING #1  2010,Accessibility Device,1,
2013,8/13/2013,,SC,Unknown,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2013,8/13/2013,,SC,Unknown,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2013,8/13/2013,,SC,Unknown,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2013,8/15/2013,,NM,North Mason,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,8/20/2013,,AB,Aberdeen,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2013,8/24/2013,,WI,Winlock,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,8/26/2013,,OL,Olympia,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,8/29/2013,,LA,Lacey,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,8/29/2013,,LA,Lacey,,KIT WATAP HOUSEHOLD #2 2010,Accessibility Device,1,
2013,9/6/2013,,TU,Tumwater,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2013,9/9/2013,,LA,Lacey,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,9/19/2013,,NM,North Mason,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2013,9/24/2013,,SC,Unknown,,J NESBIT 1992,Unknown,1,
2013,9/24/2013,,TE,Tenino,,KIT WATAP HOUSEHOLD #4 2010,Accessibility Device,1,
2013,9/25/2013,,SC,Unknown,,J NESBIT 1992,Unknown,1,
2013,9/25/2013,,LA,Lacey,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,9/28/2013,,CE,Centralia,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,9/28/2013,,TU,Tumwater,,KIT WATAP DRESSING #2  2010,Accessibility Device,1,
2013,9/28/2013,,CH,Chehalis,,KIT WATAP HOUSEHOLD #2 2010,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP DISPLAY-BOARD 2011,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP HOUSEHOLD #1 2010,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP HOUSEHOLD #2 2010,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP KITCHEN #6 2010,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP LEISURE #1  2010,Accessibility Device,1,
2013,10/2/2013,,CH,Chehalis,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2013,10/5/2013,,LA,Lacey,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2013,10/8/2013,,LA,Lacey,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2013,10/15/2013,,NM,North Mason,,KIT WATAP COMMUNICATION #2 2010,Accessibility Device,1,
2013,10/15/2013,,CH,Chehalis,,KIT WATAP COMP.-ACCESS #4 2010,Accessibility Device,1,
2013,10/18/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,10/19/2013,,TU,Tumwater,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2013,10/19/2013,,TU,Tumwater,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2013,10/22/2013,,LA,Lacey,,KIT WATAP READ/WRITE #3  2010,Accessibility Device,1,
2013,10/22/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,9,
2013,10/23/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,4,
2013,10/23/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,10/24/2013,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,2,
2013,10/29/2013,,CH,Chehalis,,KIT WATAP READ/WRITE #4  2010,Accessibility Device,1,
2013,11/2/2013,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/4/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/5/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/6/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/7/2013,,OL,Olympia,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2013,11/7/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,2,
2013,11/9/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/12/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/13/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/15/2013,,LA,Lacey,,KIT WATAP READ/WRITE #2  2010,Accessibility Device,1,
2013,11/15/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,2,
2013,11/19/2013,,SA,Salkum,,KIT WATAP HOUSEHOLD #7  2010,Accessibility Device,1,
2013,11/21/2013,,OL,Olympia,,KIT 323.6 US-CITIZEN 2011,Civics and Citizenship Toolkit,1,
2013,11/21/2013,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/21/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/23/2013,,LA,Lacey,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2013,11/23/2013,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,11/26/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,2,
2013,11/27/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/4/2013,,SA,Salkum,,KIT WATAP HOUSEHOLD #3 2010,Accessibility Device,1,
2013,12/4/2013,,TE,Tenino,,KIT WATAP HOUSEHOLD #4 2010,Accessibility Device,1,
2013,12/5/2013,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2013,12/5/2013,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/7/2013,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/10/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/11/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/11/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/13/2013,,IL,Ilwaco,,KIT WATAP COMMUNICATION #1 2010,Accessibility Device,1,
2013,12/16/2013,,SC,Unknown,,KIT WATAP DRESSING #1  2010,Accessibility Device,1,
2013,12/16/2013,,SC,Unknown,,KIT WATAP DRESSING #3  2010,Accessibility Device,1,
2013,12/18/2013,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/21/2013,,CE,Centralia,,KIT WATAP READ/WRITE #1  2010,Accessibility Device,1,
2013,12/27/2013,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2013,12/31/2013,,TE,Tenino,,KIT WATAP READ/WRITE #6  2010,Accessibility Device,1,
2014,1/7/2014,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/8/2014,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/10/2014,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,4,
2014,1/11/2014,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/14/2014,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,2,
2014,1/18/2014,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/22/2014,,OP,Ocean Park,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/23/2014,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/28/2014,,IL,Ilwaco,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/29/2014,,NA,Naselle,,KITJ GRAB-&-GO 2013,Out of circulation,1,
2014,1/30/2014,,MO,Unknown,UKULELE KIT,XX(499999.1),Musical Instrument,1,POLICY NOT FOUND
2014,1/31/2014,,OP,Ocean Park,,KIT WATAP LEISURE #3  2010,Accessibility Device,1,
