Year,Date,Column1,Library Code,as_library_code,Catalog Title,Call Number,as_call_number_category,Circulation,Item Category
2023,5/24/2023,,CH,Chehalis,Explore your forest! backpack,KIT-J EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,5/24/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #02,iPad,1,I-LUO
2023,5/24/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #05,iPad,1,I-LUO
2023,5/24/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #04,iPad,1,I-LUO
2023,5/24/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/24/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/24/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/24/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,TU,Tumwater,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,5/25/2023,,TU,Tumwater,Cajon,INSTRUMENT CAJON,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,LA,Lacey,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,5/25/2023,,OL,Olympia,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,5/25/2023,,TU,Tumwater,Guiro Percussion Frog,INSTRUMENT FROG-GUIRO,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,TU,Tumwater,"Guitar (3/4-size), with soft case",INSTRUMENT GUITAR +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #02,iPad,1,I-LUO
2023,5/25/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #05,iPad,1,I-LUO
2023,5/25/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #02,iPad,1,I-LUO
2023,5/25/2023,,RA,Raymond,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY RAYMOND #02,iPad,1,I-LUO
2023,5/25/2023,,RA,Raymond,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY RAYMOND #03,iPad,1,I-LUO
2023,5/25/2023,,TU,Tumwater,Keyboard,INSTRUMENT KEYBOARD +BAG,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/25/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/26/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,5/26/2023,,YE,Yelm,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,5/26/2023,,TU,Tumwater,Cajon,INSTRUMENT CAJON,Musical Instrument,1,K-INSTRUM
2023,5/26/2023,,WE,Westport,Counting Backpack.,KIT EARLY-MATH COUNTING-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,5/26/2023,,HA,Hawks Prairie,Fishing Rod and Tackle Box,KIT TRL_232 FISHING ROD&TACKLE #4-HA,Fishing Kit,1,K-FISHING
2023,5/26/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #02,iPad,1,I-LUO
2023,5/26/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #05,iPad,1,I-LUO
2023,5/26/2023,,CE,Centralia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY CENTRALIA #03,iPad,1,I-LUO
2023,5/26/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,5/26/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/26/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/26/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/26/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,5/27/2023,,SH,Shelton,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#02 BACKPACK,Math Backpack,1,B-EMATH
2023,5/27/2023,,OL,Olympia,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,5/27/2023,,CH,Chehalis,Explore your forest! backpack,KIT-J EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,5/27/2023,,AM,Amanda Park,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY AMANDA-PARK #01,iPad,1,I-LUO
2023,5/27/2023,,AM,Amanda Park,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY AMANDA-PARK #02,iPad,1,I-LUO
2023,5/27/2023,,LA,Lacey,MaxTV Glasses,KIT MAXTV GLASSES #5,Accessibility Device,1,K-WATAP
2023,5/27/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,5/27/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,5/27/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,5/27/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,3,K-INSTRUM
2023,5/30/2023,,CE,Centralia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,5/30/2023,,OK,Oakville,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,5/30/2023,,HA,Hawks Prairie,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,5/30/2023,,WO,West Olympia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,5/30/2023,,CE,Centralia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY CENTRALIA #01,iPad,1,I-LUO
2023,5/30/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,5/30/2023,,SH,Shelton,Light therapy lamp,LIGHTTHERAPY KIT #2 SHELTON,Light Therapy Kit,1,K-LIGHTBOX
2023,5/30/2023,,MC,McCleary,Shapes Backpack.,KIT EARLY-MATH SHAPES-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,5/31/2023,,MO,Unknown,"Baking sheet, large [realia]",KIT KITCHEN-TOOL BAKING-SHEET LARGE,Kitchen Kit,1,K-KITCHEN
2023,5/31/2023,,SH,Shelton,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,5/31/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,5/31/2023,,WE,Westport,Explore your forest! backpack,KIT EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,5/31/2023,,TU,Tumwater,Fishing Rod and Tackle Box,KIT TRL_449 FISHING ROD&TACKLE #3-TU,Fishing Kit,1,K-FISHING
2023,5/31/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,5/31/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,5/31/2023,,LA,Lacey,The last thing he told me [Book Club Kit] : a novel /,BCK LAST-THING-HE-T,Book Club Kit ,1,K-BCK
2023,6/1/2023,,CH,Chehalis,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/1/2023,,TU,Tumwater,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/1/2023,,LA,Lacey,Book lovers [Book Club Kit] /,BCK BOOK-LOVERS,Book Club Kit ,1,K-BCK
2023,6/1/2023,,OL,Olympia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/1/2023,,SC,Unknown,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,6/1/2023,,LA,Lacey,Foam utensils,KIT WATAP KITCHEN #4,Accessibility Device,1,K-WATAP
2023,6/1/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,6/1/2023,,HA,Hawks Prairie,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY HAWKS-PRAIRIE #05,iPad,1,I-LUO
2023,6/1/2023,,SB,South Bend,Light therapy lamp,LIGHTTHERAPY KIT #1 SOUTH-BEND,Light Therapy Kit,1,K-LIGHTBOX
2023,6/1/2023,,SH,Shelton,Light therapy lamp,LIGHTTHERAPY KIT #3 SHELTON,Light Therapy Kit,1,K-LIGHTBOX
2023,6/1/2023,,TU,Tumwater,Maracas,INSTRUMENT MARACAS,Musical Instrument,1,K-INSTRUM
2023,6/1/2023,,LA,Lacey,Steady write pen,KIT WATAP READ/WRITE #1,Accessibility Device,1,K-WATAP
2023,6/1/2023,,LA,Lacey,Weighted utensils,KIT WATAP KITCHEN #3  2010,Accessibility Device,1,K-WATAP
2023,6/2/2023,,SH,Shelton,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,6/2/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/2/2023,,OP,Ocean Park,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/2/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #02,Museum Pass,1,POLICY NOT FOUND
2023,6/2/2023,,SH,Shelton,Counting Backpack.,KIT EARLY-MATH COUNTING-#04 BACKPACK,Math Backpack,1,B-EMATH
2023,6/2/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,6/2/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #02,iPad,1,I-LUO
2023,6/2/2023,,SH,Shelton,Patterns Backpack.,KIT EARLY-MATH PATTERNS-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,6/2/2023,,SH,Shelton,Shapes Backpack.,KIT EARLY-MATH SHAPES-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,6/2/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/2/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/2/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/2/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/3/2023,,SH,Shelton,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#04 BACKPACK,Math Backpack,1,B-EMATH
2023,6/3/2023,,LA,Lacey,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/3/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/3/2023,,HA,Hawks Prairie,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/3/2023,,SA,Salkum,Knit and Crochet Kit,KIT KNIT-AND-CROCHET,Craft Kit,1,K-KITS
2023,6/3/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/3/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/3/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/3/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/3/2023,,LA,Lacey,Women talking  [Book Club Kit] : a novel /,BCK WOMEN-TALKING,Book Club Kit ,1,K-BCK
2023,6/5/2023,,LA,Lacey,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/5/2023,,OL,Olympia,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,6/5/2023,,LA,Lacey,Explore your forest! backpack,KIT EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,6/5/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #02,iPad,1,I-LUO
2023,6/5/2023,,TU,Tumwater,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY TUMWATER #05,iPad,1,I-LUO
2023,6/5/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/5/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/5/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/5/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/6/2023,,SH,Shelton,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#04 BACKPACK,Math Backpack,1,B-EMATH
2023,6/6/2023,,LA,Lacey,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/6/2023,,TU,Tumwater,"Guitar (3/4-size), with soft case",INSTRUMENT GUITAR +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/6/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #05,iPad,1,I-LUO
2023,6/6/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #04,iPad,1,I-LUO
2023,6/6/2023,,MO,Unknown,"Springform Pan, Round [realia]",KIT KITCHEN-TOOL SPRINGFORM-PAN ROUND,Kitchen Kit,1,K-KITCHEN
2023,6/6/2023,,AB,Aberdeen,Wonder Workshop Dot and Dash Robots Kit,KIT DOT-&-DASH #3 2020,Robot Kit,1,K-STEM
2023,6/7/2023,,WE,Westport,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/7/2023,,CE,Centralia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/7/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,6/7/2023,,MC,McCleary,Explore your forest! backpack,KIT EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,6/7/2023,,WI,Winlock,Explore your forest! backpack,KIT-J EXPLORE-YOUR FOREST BACKPACK,Nature Backpack,1,B-HIKING
2023,6/7/2023,,OP,Ocean Park,Light therapy lamp,LIGHTTHERAPY KIT #2 OCEAN-PARK,Light Therapy Kit,1,K-LIGHTBOX
2023,6/7/2023,,HA,Hawks Prairie,Where the crawdads sing [Book Club Kit] /,BCK WHERE-THE-CRAWDA,Book Club Kit ,1,K-BCK
2023,6/8/2023,,LA,Lacey,Anxious people [Book Club Kit] : a novel /,BCK ANXIOUS-PEOPLE,Book Club Kit ,1,K-BCK
2023,6/8/2023,,LA,Lacey,Book/magazine stand,KIT WATAP READ/WRITE #2,Accessibility Device,1,K-WATAP
2023,6/8/2023,,LA,Lacey,Extended shoe horn,KIT WATAP DRESSING #2,Accessibility Device,1,K-WATAP
2023,6/8/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #05,iPad,1,I-LUO
2023,6/8/2023,,LA,Lacey,Steady write pen,KIT WATAP READ/WRITE #1,Accessibility Device,1,K-WATAP
2023,6/9/2023,,CE,Centralia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/9/2023,,HA,Hawks Prairie,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/9/2023,,SB,South Bend,Columbia River Maritime Museum Passes /,MUSEUM-PASS #01,Museum Pass,1,POLICY NOT FOUND
2023,6/9/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,6/9/2023,,TU,Tumwater,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY TUMWATER #02,iPad,1,I-LUO
2023,6/10/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,6/10/2023,,OL,Olympia,Measurement Backpack.,KIT EARLY-MATH MEASUREMENT-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,6/10/2023,,AB,Aberdeen,Wonder Workshop Dot and Dash Robots Kit,KIT DOT-&-DASH #4 2020,Robot Kit,1,K-STEM
2023,6/12/2023,,WO,West Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/12/2023,,CE,Centralia,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/12/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #01,iPad,1,I-LUO
2023,6/13/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/13/2023,,OP,Ocean Park,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/13/2023,,TU,Tumwater,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/13/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #03,iPad,1,I-LUO
2023,6/13/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/13/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/13/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/13/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/14/2023,,OP,Ocean Park,Columbia River Maritime Museum Passes /,MUSEUM-PASS #02,Museum Pass,1,POLICY NOT FOUND
2023,6/14/2023,,WE,Westport,Counting Backpack.,KIT EARLY-MATH COUNTING-#03 BACKPACK,Math Backpack,1,B-EMATH
2023,6/14/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,6/14/2023,,TU,Tumwater,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY TUMWATER #05,iPad,1,I-LUO
2023,6/14/2023,,MO,Unknown,Silicone Baking Molds: Pet set [realia],KIT KITCHEN-TOOL SILICONE-MOLD PET,Kitchen Kit,1,K-KITCHEN
2023,6/14/2023,,OP,Ocean Park,Tilt stand magnifier,KIT WATAP READ/WRITE #4,Accessibility Device,1,K-WATAP
2023,6/14/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/14/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/14/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/14/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/15/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/15/2023,,OL,Olympia,Discover Plankton! Lendable Kit,KIT DISCOVER PLANKTON!,Plankton Kit,1,K-PLANKTON
2023,6/15/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #03,iPad,1,I-LUO
2023,6/15/2023,,AB,Aberdeen,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY ABERDEEN #04,iPad,1,I-LUO
2023,6/15/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #01,iPad,1,I-LUO
2023,6/15/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,6/15/2023,,TU,Tumwater,Keyboard,INSTRUMENT KEYBOARD +BAG,Musical Instrument,1,K-INSTRUM
2023,6/15/2023,,OP,Ocean Park,Magnifier with cord,KIT WATAP READ/WRITE #3,Accessibility Device,1,K-WATAP
2023,6/15/2023,,OL,Olympia,The life we bury [Book Club Kit] : a novel /,BCK LIFE-WE-BURY,Book Club Kit ,1,K-BCK
2023,6/15/2023,,LA,Lacey,TV Listening Amplifier,KIT TV-LISTENER AMPLIFIER #3,Accessibility Device,1,K-WATAP
2023,6/16/2023,,WO,West Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/16/2023,,TU,Tumwater,Bongos,INSTRUMENT BONGOS,Musical Instrument,1,K-INSTRUM
2023,6/16/2023,,OP,Ocean Park,Environmental Education backpack,KIT ENVIRONMENT BACKPACK,Nature Backpack,1,B-ENVIR
2023,6/16/2023,,TU,Tumwater,Fishing Rod and Tackle Box,KIT TRL_078 FISHING ROD&TACKLE #5-TU,Fishing Kit,1,K-FISHING
2023,6/16/2023,,TU,Tumwater,Fishing Rod and Tackle Box,KIT TRL_431 FISHING ROD&TACKLE #1-TU,Fishing Kit,1,K-FISHING
2023,6/16/2023,,CE,Centralia,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY CENTRALIA #01,iPad,1,I-LUO
2023,6/16/2023,,CH,Chehalis,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY CHEHALIS #04,iPad,1,I-LUO
2023,6/16/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,6/16/2023,,NM,North Mason,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY NORTH-MASON #01,iPad,1,I-LUO
2023,6/16/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/16/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/16/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/16/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,TU,Tumwater,"Banjo (Fretless), with soft case",INSTRUMENT BANJO +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,EL,Elma,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/17/2023,,OL,Olympia,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
2023,6/17/2023,,LA,Lacey,Checkout Washington! Adventure Pack,KIT CHECKOUT WASHINGTON PACK,Checkout WA Pack ,1,B-WA
2023,6/17/2023,,HA,Hawks Prairie,Fishing Rod and Tackle Box,KIT TRL_570 FISHING ROD&TACKLE #2-HA,Fishing Kit,1,K-FISHING
2023,6/17/2023,,LA,Lacey,iPad for Library Use Only,IPAD LIBRARY-USE-ONLY LACEY #05,iPad,1,I-LUO
2023,6/17/2023,,TU,Tumwater,Tambourine,INSTRUMENT TAMBOURINE,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,TU,Tumwater,"Tambourine, round",INSTRUMENT TAMBOURINE,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,TU,Tumwater,"Ukulele KA-B (Baritone), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,TU,Tumwater,"Ukulele MK-C (Concert), with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,TU,Tumwater,"Ukulele MK-S, with case, booklet, tuner",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/17/2023,,TU,Tumwater,"Ukulele, with soft case",INSTRUMENT UKULELE +CASE +TUNER,Musical Instrument,1,K-INSTRUM
2023,6/20/2023,,SA,Salkum,Addition and Subtraction Backpack.,KIT EARLY-MATH ADD/SUBTRACT-#01 BACKPACK,Math Backpack,1,B-EMATH
2023,6/20/2023,,SA,Salkum,Birding Backpack,KIT BIRDING BACKPACK,Nature Backpack,1,B-BIRDING
